1.00_10,1.00_20,1.00_40,1.00_60,2.80_10,2.80_20,2.80_40,2.80_60,3.00_10,3.00_20,3.00_40,3.00_60,3.50_10,3.50_20,3.50_40,3.50_60,4.00_10,4.00_20,4.00_40,4.00_60
130723.76456913364,236887.79724256982,447220.8791497947,730695.2173733463,150974.41174189726,240457.06364590194,359011.12014763604,488081.3937991291,127792.33977098146,194435.61088185228,246502.56029591724,272982.25491502264,50798.279951113596,29175.078050775133,25972.794708733454,25933.719408782898,2516.1766642869156,2607.1981220853145,1835.9485039690692,1859.8681923358147
101888.31320206454,184329.03200970177,339498.88616159913,521392.97334076965,115147.94287740307,184895.99594026653,277895.54504578304,378373.83354130096,101356.60555002195,156353.20861298044,202910.8800708109,228948.3494692098,44600.56459507201,26046.09901699715,23694.167861948627,24134.174673538193,2383.681353801549,2482.921822233645,1791.3658595572372,1817.3399406733472
79413.47467599786,143431.58422314798,257723.86549591483,372043.81003937416,87823.15225420501,142173.11313876093,215107.35913844456,293325.5799700915,80389.49366631384,125729.67334892605,167027.98219087275,192017.41424911498,39159.010189194094,23252.69782732238,21615.447893307442,22459.500621248826,2258.1629013205425,2364.5693524791177,1747.8658229519176,1775.7841515740436
61896.20538332326,111608.13426112496,195645.97574125818,265474.61064103805,66982.5780567972,109321.96771906893,166505.64134769645,227393.8846656502,63759.73876450436,101104.10205624184,137490.64034919505,161043.6915592388,34381.36025674521,20758.88431107941,19719.09671403265,20901.032456227127,2139.2539236705993,2251.8583439142126,1705.4221050067804,1735.1785884445858
48242.949404812636,86845.41623600778,148520.77338703314,189431.3706967791,51087.505378402144,84061.55258276359,128885.0772546758,176281.8598657756,50570.09444781902,81301.72599932455,113176.70210509608,135066.24225957034,30186.614201762768,18532.528184081344,17989.11487454148,19450.706634276412,2026.6063831195854,2144.5198872004084,1664.0090549592305,1695.501523159643
37601.37076032097,67576.85155420162,112746.60796833725,135170.15475570838,38964.358815440064,64637.92017340493,99764.56656057654,136658.44252332766,40108.92299773706,65377.868118469385,93162.45721784253,113279.13326806984,26503.65401954371,16544.94508216229,16410.906577640595,18101.019141758574,1919.8905686959777,2042.2978909961378,1623.6016449284282,1656.7317244351048
29307.144370283382,52583.441520603694,85589.35776101846,96451.66304544304,29718.054280650158,49702.39777846023,77223.59293273903,105941.30290616148,31811.799475644093,52572.87698604928,76687.54499319817,95006.43402297574,23270.038557244214,14770.526991934812,14971.156534287904,16844.986669683483,1818.7941311493753,1944.9484709663075,1584.175454789748,1618.8484464671744
22842.484031114112,40916.64909740579,64973.468328207695,68823.7970951854,22665.912569250493,38217.94293970334,59775.56472237451,82128.54950062226,25231.058583539772,42275.88745448034,63126.067438649145,79681.2461868145,20430.944882405118,13186.412317239437,13657.71762295752,15676.110481934264,1723.0211687274807,1852.2393679156626,1545.7066574165328,1581.8314178312442
17803.818417763432,31838.39103996739,49323.32356534293,49109.72913310531,17287.25534132338,29387.136794744594,46269.77329312991,63668.26212294839,20011.641206698092,33995.67918906459,51962.81078788377,66828.1160026311,17938.238811294425,11772.19133042368,12459.50840479384,14588.34279068187,1632.2913610936812,1763.9493936577642,1508.1720042802247,1545.660830634612
13876.597213373749,24774.34409647552,37442.8256660471,35042.61022087211,13184.962058026496,22596.815594066476,35815.50304946401,49357.35047561932,15871.937455960442,27337.242885088606,42773.67202703719,56048.28365749308,15749.658838742356,10509.64321348591,11366.419629893619,13576.055465014817,1546.3391488502773,1679.8679032975124,1471.548811400171,1510.3173299172352
