1.00_10,1.00_20,1.00_40,1.00_60,2.80_10,2.80_20,2.80_40,2.80_60,3.00_10,3.00_20,3.00_40,3.00_60,3.50_10,3.50_20,3.50_40,3.50_60,4.00_10,4.00_20,4.00_40,4.00_60
142291.60675407512,261398.3309021614,506084.100374007,827040.2429487205,158401.18853512764,254600.46629101824,384980.84359606926,525628.7830426682,133672.18913493212,205282.90881421173,265870.592968941,300449.97195846465,53386.27181056766,31096.71649180486,28830.84223815347,30029.464561519413,2749.577781079751,2901.465456210816,2240.5141905414603,2323.3390831936304
92832.09542885522,166288.69920846127,290056.2794575887,415320.34469557094,112129.26323520883,180358.86840644403,271285.56194075744,369397.633843174,100018.32291229093,155241.20646845776,203585.29271357536,231801.58710438543,45316.51397122491,26920.814656734285,25238.77297963044,26634.706800628017,2551.8011303813514,2702.662799302641,2129.3802832713745,2207.457327293922
71351.65573831058,125613.5041224579,213477.84311830174,296870.7968511306,81859.94343615585,131462.3896425244,196584.2872038596,266972.3549534238,76420.23087525358,119406.22894924675,158291.08022267267,181804.48382022802,38728.78198143818,23374.355421160388,22166.401983232598,23706.031574195153,2370.6782320044053,2519.8928761281077,2025.6427589352547,2099.410041964199
57504.350395184345,101184.93151545124,172364.31600087433,238673.31149314527,61563.21846067767,98715.82308073627,146944.49405999342,199146.7528139076,59558.37858019558,93473.34025942042,125145.40515763448,145159.349320446,33314.595586777,20359.24078602146,19536.007384675875,21176.76749888614,2204.742060444096,2351.809312241219,1928.7782678147796,1998.6368036874367
46902.32296376265,83191.26112951805,143001.50893701476,197458.9935102689,47564.767879949584,76328.04636034433,113461.37097309533,153623.7866593633,47261.8235087394,74473.69976330356,100701.27540514641,118087.78905101796,28833.820834026425,17792.79580601731,17281.567298764025,18989.852169398448,2052.6562930429054,2197.179801589655,1838.3008735670464,1904.6176173772046
38366.46552869001,68819.79347484322,119518.94942001681,164405.30539563816,37612.777046536496,60643.79007773518,90439.27912602408,122526.02159291899,38102.784945663225,60356.320264680035,82503.9809614842,97894.8602080563,25099.111469296215,15605.33832482031,15346.996307910576,17096.445419498617,1913.2036331282332,2054.8764241922827,1753.7593741816654,1816.8699963635618
31406.07946851929,57034.821037420785,100088.33935187581,137074.54625558134,30316.34964223599,49348.82971696637,74231.34108794833,100803.43883243355,31135.48136187196,49701.254699577854,68804.42995201098,82657.49476967748,21963.931439691383,13738.131873525945,13684.647825753877,15454.742760336647,1785.2751770389054,1923.8667859939123,1674.734814825555,1734.946253318757
25712.769593690453,47293.30185956765,83859.97915544851,114321.58866498596,24807.263084425023,40971.76808217719,62498.95207405662,85215.1273907953,25727.735023623613,41522.731776504144,58355.37159114922,71002.5811732067,19313.330628858872,12141.661312905126,12254.042249429529,14028.960099024625,1667.8607317041387,1803.205911076094,1600.8381788308102,1658.4309868842204
21052.398336108003,39221.8085255531,70272.46778225632,95351.58531409253,20536.00224259313,34571.63807265284,53739.22720730364,73677.9884622507,21452.25113576751,35133.99698982309,50266.534871453165,61948.901204991635,17056.837669744302,10774.180327661323,11020.786858018746,12788.465011986285,1560.039997784248,1692.0288223321784,1531.708244065539,1586.9387498611638
17236.874696997937,32529.373170362283,58888.6034193384,79530.49661227419,17148.559372754175,29541.936747969958,46983.4104686223,64850.155997023605,18016.30380036153,30054.487386717108,43901.6446852754,54794.54502008815,15122.980965451447,9600.487906093313,9955.658547378134,11707.033416910603,1460.9745409818852,1589.5437521408567,1467.0095928415385,1520.1118858484463
