1.00_10,1.00_20,1.00_40,1.00_60,2.80_10,2.80_20,2.80_40,2.80_60,3.00_10,3.00_20,3.00_40,3.00_60,3.50_10,3.50_20,3.50_40,3.50_60,4.00_10,4.00_20,4.00_40,4.00_60
142333.3040860049,261598.0504930314,506462.84442539414,827411.9773316842,158875.72271867283,255616.63731641404,387037.0267324683,528510.757755717,133928.8120364131,206117.1279140733,268031.6559831112,302916.1351013939,53704.58771389313,31807.786547342526,29437.019787709323,30782.902529681807,2828.1922646953963,3105.76688419526,2315.9299612235764,2470.598563500799
92420.44300778261,164718.34308468676,286766.704217744,411299.11191604513,110934.38547058887,178361.1564471598,268070.5242604981,364907.2408955765,99584.90866579738,154207.758644388,201002.82846418014,229303.4230172513,45073.74483166615,26735.82872050444,25195.29505329214,26663.14278782934,2573.1050617468527,2676.544366209038,2171.0851474541073,2238.303297915684
72290.89075751089,128343.92401056283,219878.99725893146,307047.86639039766,82004.49096310898,131025.74024241455,194670.5970699034,264340.7049462791,76189.74305654017,118543.86279579888,156621.9906630478,179442.60194724772,38432.20845889072,22928.414048325874,21868.885661504864,23384.454650561813,2361.6570272352064,2457.3457241950937,2041.5992729329196,2080.8160040822827
57974.08253778827,102776.41691072544,176053.7106987708,243042.20124832913,62092.73329523179,99244.44934242923,147202.15306457545,199491.9815124011,59642.594890149456,93291.61493135194,124619.017168777,144177.4921818463,33141.76396003732,19930.370552389148,19179.978086301395,20732.091391723116,2180.0025195831995,2289.8760454386875,1925.5434522512487,1960.6969895970785
46760.41215192587,83049.84707389459,142672.13520247195,195636.93877751438,48051.01394089737,77262.28055452836,115135.98715465507,155879.61923650012,47534.47199054491,74878.74459288226,101119.09177255302,118419.62777634527,28811.986924345263,17484.589816412037,16960.627528016426,18552.546165645705,2020.6143407352897,2142.6903583481426,1821.2420838744945,1860.8410140604915
37859.66069051537,67581.5772405138,116639.38319483296,159272.20132032712,37904.834225891536,61586.906580170886,92613.70855554036,125454.13594097322,38414.38520756138,61083.36812748832,83535.5518674755,99113.37091203887,25196.086616035303,15439.601506975907,15101.907680033013,16735.203599770928,1878.9788263620253,2008.7934033647052,1727.239215461444,1773.2926148448544
30766.08055652702,55346.5459086051,96135.27276804071,130935.0562961955,30395.258099945055,50069.581016538985,76244.95172486003,103531.15546143772,31381.53140070943,50496.694961971494,70125.17235231999,84316.6828902667,22131.79242961085,13701.247969607884,13528.435001698166,15199.60315213229,1752.092352572704,1885.9760989319311,1642.2693882739245,1694.2251824308878
25094.75267447321,45596.2238765635,79845.4912877907,108570.87884630071,24709.690850902025,41368.77451694529,63988.7439157919,87269.27554277326,25857.03278431911,42204.9057723375,59703.35669236454,72745.96237777767,19507.615373746266,12207.274296377163,12185.19322415959,13886.583656384866,1637.765872231955,1773.032291952245,1565.2323637805976,1621.6860284163
20546.071042674626,37772.59830723557,66793.72596440466,90717.95902946795,20315.775532657994,34631.600411222076,54569.69986761618,74882.54126199745,21454.924455763765,35599.75646187156,51457.167556340646,63529.27731396877,17243.4324199853,10913.846465908788,11030.408293136621,12752.113905939972,1534.2936626269593,1669.0242680550018,1495.1712151167737,1554.5827792959742
16885.86594087647,31455.163113345414,56249.084464850814,76318.60855331874,16858.56077325018,29303.911606997084,47163.44905812755,65214.462113990616,17908.257077976374,30264.983609245537,44822.30123747939,56062.036066340865,15279.179015607857,9788.295963699968,10031.467821110526,11762.983686917276,1440.287728107794,1573.1342365612113,1431.2533350158158,1492.2269292234666
13930.69787666364,26324.00606725889,47661.05880104969,64596.58215467497,14096.578879116452,25016.552755043675,41221.06056349231,57497.24579335811,15026.00962360443,25907.50586954683,39401.90808160457,49917.759790605145,13568.151717099996,8805.129661952235,9162.42484096468,10893.784768027297,1354.5887982802192,1484.629035377163,1372.7539715903847,1434.1275379609644
11536.557804708602,22133.57334524377,40612.36965845304,54974.34473802797,11861.898455579883,21516.78518056137,36367.41391644603,51210.13007645154,12667.385433624866,22315.226870458846,34912.83549074206,44790.82721279176,12072.949051033123,7943.76482186676,8402.365213793912,10124.787467360919,1276.21378214889,1402.8472462420934,1319.0419551386096,1379.8972985416985
