1.00_10,1.00_20,1.00_40,1.00_60,2.80_10,2.80_20,2.80_40,2.80_60,3.00_10,3.00_20,3.00_40,3.00_60,3.50_10,3.50_20,3.50_40,3.50_60,4.00_10,4.00_20,4.00_40,4.00_60
142333.20359872386,261598.05098257627,506462.84233201516,827411.9534055555,158875.99194524006,255616.9894729489,387037.02033743844,528508.1988334109,133928.81476371645,206117.12804570014,268031.98064795707,302916.14134061296,53704.57651266169,31805.857735540554,29406.59515036939,30779.057714205777,2819.016028096095,3105.766836891319,2315.9298804464543,2470.7820928662486
92423.13452175785,164718.3396443767,286766.71967001265,411300.60805846134,110932.45760419374,178359.38282128147,268070.55544213013,364921.8736665632,99584.90069940663,154207.75627205815,201001.17340680573,229303.40152321916,45073.774736521904,26741.776465780702,25239.589470405077,26667.889501491125,2578.669340905663,2676.5424211580253,2171.0851133811016,2238.482123418412
72272.91096429706,128343.9295204595,219878.9713663582,307033.80188836966,82008.126681835,131028.28499570594,194670.57130826477,264320.1082556445,76189.74365040065,118543.86178950824,156624.2146951681,179442.62676594665,38432.21124626966,22928.232243771454,21894.859329187948,23388.692482730876,2368.821363957356,2457.353708313316,2041.599263845566,2080.236030363737
57980.18973492304,102776.41777882638,176053.71076836818,243073.1042607369,62091.748910375936,99244.0664304599,147202.12650505538,199483.85768620152,59642.60177361626,93291.61551924839,124618.90983702223,144177.50814292778,33141.74372414463,19925.60570675361,19175.935803762553,20733.10035417285,2184.65106232596,2289.8809544749192,1925.5434508033463,1959.7245223314026
46776.15734424774,83049.84537983475,142672.14646625347,195628.43832294724,48049.53655380756,77261.47477702123,115135.98676974385,155892.07126602836,47534.47970106317,74878.74597290167,101118.42766614673,118419.62142862713,28811.961689705808,17479.243847966052,16938.339018574847,18550.51089594382,2022.1698150593318,2142.689534645468,1821.2420763244104,1859.9006973589267
37872.518257774296,67581.57517540606,116639.3930055032,159255.65762459047,37904.08020728173,61586.43078614527,92613.72900225579,125472.53157252386,38414.39025325548,61083.36948143516,83535.01981742699,99113.35333816943,25196.069689312484,15436.366996432382,15075.141265972366,16731.35232074738,1878.0733924127567,2008.7883319090445,1727.2391910320723,1772.6400747825255
30771.16512227563,55346.54447668255,96135.27679616514,130926.92699704923,30395.27332404216,50069.50042718402,76244.97728917762,103541.49652281465,31381.532719243576,50496.69575910166,70124.9447427304,84316.66699405314,22131.78925238878,13701.08171340563,13506.624143953795,15195.28454737853,1749.6204965575644,1885.968886586204,1642.2693386198337,1693.9588366509229
25091.933233197626,45596.223336167735,79845.48975490057,108572.45349944325,24710.175158511818,41368.949587868716,63988.76201402572,87266.4307040797,25857.03091486014,42204.90578639775,59703.39480255295,72745.95492724447,19507.625391050904,12209.916236400446,12172.858511782324,13882.869783263528,1634.5330856037451,1773.0246723514433,1565.2322825450947,1621.8038305918667
20537.413262561036,37772.59855208147,66793.72080846473,90725.18910648228,20316.41619043374,34631.876704949595,54569.704972498635,74869.00889886728,21454.920649956413,35599.75569445716,51457.36986082418,63529.27918600528,17243.451802944866,10918.423460334685,11028.372320472057,12749.683257610252,1530.9145616928176,1669.0174538012593,1495.1710975643193,1555.0304425665413
16874.082504097678,31455.1638982718,56249.07785384653,76327.14314291299,16859.13855802327,29304.178967964348,47163.44160991181,65196.33334156649,17908.25268460946,30264.9822003332,44822.56853924011,56062.044796782226,15279.202847805045,9793.765253019963,10038.310950015315,11762.14129162685,1437.182609742234,1573.1289841674106,1431.253177727509,1492.9291924571637
13918.324629448769,26324.007128578578,47661.05248583643,64603.46801379524,14096.978290075522,25016.751481093936,41221.04439107261,57480.74824028211,15026.005758211597,25907.50402402831,39402.166641938165,49917.77185654189,13568.17537703667,8810.54030986797,9175.66539315143,10894.538928173504,1352.0140520975483,1484.625744407738,1372.7537722121788,1435.00585929247
11525.582255216948,22133.57445765762,40612.364780820906,54978.19809945928,11862.084500665263,21516.894542103288,36367.393910536644,51199.69944741378,12667.382854081312,22315.22480690711,34913.04047660654,44790.83941216911,12072.968914066101,7948.380350892579,8419.265277112072,10126.940299494787,1274.2995587806888,1402.8460501882005,1319.0417121735613,1380.878795423453
9581.893068112284,18693.825732114754,34784.5807667291,47017.12322647997,10034.975388747838,18626.611945149394,32340.236347412414,45990.78521299157,10726.040567147216,19330.73644596473,31150.003908721796,40458.83995213127,10762.95016899487,7190.518490378954,7752.320420222962,9443.670896002921,1203.1064419922138,1327.1920647202558,1269.5670366802221,1330.2304541402414
7997.279319917411,15856.563331969066,29932.963594471497,40388.573696153995,8528.583387708086,16216.971105040235,28952.435100876195,41598.514909007274,9120.091710188772,16834.60931004099,27961.895190966825,36757.415282650814,9612.610261421643,6522.898967604402,7161.356429609874,8832.235320062,1137.6480824290666,1257.1233058660187,1223.8502647130063,1282.784038848466
6700.582247562632,13505.41504627827,25868.018768172733,34836.1417098168,7278.017113452257,14192.110617861214,26067.9163985743,37840.0073587032,7785.537937539075,14734.52851302838,25235.48064602852,33563.22594062124,8600.454716289478,5933.594163917929,6635.4339180485385,8282.536375885451,1077.2587964399038,1192.150937351842,1181.4730939277629,1238.2918313280518
5635.423560244651,11548.421223023692,22441.902462913404,30159.43935990272,6233.900711068948,12479.086007464535,23585.96741361674,34582.40138955623,6671.79639244934,12958.046967370901,22884.532956012048,30782.30253271541,7708.219587759539,5412.400901090341,6165.5723512281265,7786.308063302387,1021.3731674061278,1131.8326577478244,1142.0703361099345,1196.5289846561902
4757.046322582618,9912.495795766123,19538.370832880002,26200.329664693898,5357.968769764766,11021.283455919753,21430.77707266182,31727.72252876716,5738.546171026527,11447.61645437818,20842.349930955526,28341.9966245667,6920.293782244702,4950.5453159174085,5744.321963540601,7336.700843377908,969.5090404925502,1075.76810640796,1105.3229245810082,1157.2899050754538
4029.8421995981207,8539.248887764083,17065.314324340867,22832.931709142395,4620.09708033386,9774.042009865489,19544.348367567167,29202.607425389546,4953.436366560644,10157.084549763716,19056.57312973684,26185.35972430371,6223.276901139616,4540.45665780236,5365.44318838423,6927.975679951709,921.2535240127575,1023.5947303572596,1070.9518507722325,1120.385889484924
3425.414586263775,7381.808558732451,14949.184650480393,19956.263314709075,3996.258405619684,8701.664829921083,17881.62273310746,26951.25011231674,4290.377235927531,9049.158231431305,17485.554000976757,24267.17302464264,5605.630058814812,4175.587267320951,5023.664481164805,6555.276115660854,876.2514588033009,974.9840649558806,1038.7129062100157,1085.6433979883122
2921.060297073267,6402.382928824687,13130.812115171397,17488.75275337858,3467.082906462238,7775.32130951744,16407.079941776832,24930.514406935916,3728.239922706423,8093.522295718939,16095.769594812926,22551.10844909214,5057.393343021493,3850.265275824252,4714.4975829466275,6214.45661602599,834.1959138729236,929.6383865419955,1008.3921226500767,1052.9026704943985
2498.578320435313,5570.376161800431,11562.248090061792,15364.09375000658,3016.820674874372,6971.533781073458,15092.335942511862,23106.51802852115,3249.851444862827,7265.41380942478,14859.956837430602,21007.671787841275,4569.953042386236,3559.5717220732295,4434.09511576255,5901.951735257408,794.8203460210302,887.2876995897068,979.8018173918181,1022.0165489212554
2143.3342686826372,4860.92254807983,10204.366509344612,13528.079465359899,2632.576987889296,6271.0577900269445,13914.423833273624,21452.225038795805,2841.208726201393,6544.522928824536,13755.744155471422,19612.691772943275,4135.847379749618,3299.23669778438,4179.139583722751,5614.675112000221,757.8921262458755,847.6870247202946,952.7771631935241,992.8494373355884
1843.5248384727017,4253.738901753437,9025.029914344555,11936.15960140092,2303.736571629513,5658.03467163664,12854.54765614426,19945.734037773476,2490.8585725939365,5914.133274040602,12764.631647121561,18346.19438798623,3748.602902116682,3065.5508264077234,3946.7558524773804,5349.940446513392,723.2071891637084,810.6139573049501,927.1732129468263,965.276365345081
1589.5988204986181,3732.2212160937847,7997.677515454341,10551.538428104934,2021.521878031082,5119.337797365056,11897.166947939251,18569.049556889473,2189.405416528109,5360.442120352044,11871.218915397309,17191.55226787083,3402.5958158139524,2855.289397429659,3734.4413320240574,5105.398831921978,690.5856054474546,775.8664694502368,902.8623185755245,939.1821355699108
1373.8007265146957,3282.7301028337693,7100.230446090123,9343.68216880191,1778.6485852762435,4644.060246497576,11029.315151796498,17307.1911715312,1929.1186360761421,4872.018148747056,11062.611526676897,16134.833079085729,3092.9339454989668,2665.647119306313,3540.009635812193,4878.988384495352,659.8679131990829,743.2609309016823,879.731891690067,914.4605434338785
