atomID,type,x,y,z
13894.0,6.0,-60.0,-29.998976760250347,-0.24777679059912844
13987.0,6.0,-60.0,29.983334876486055,-0.9998148251026086
13988.0,6.0,-60.0,30.0,0.0
13989.0,6.0,-60.0,29.983334876486055,0.9998148251026086
14082.0,6.0,-60.0,-29.998976760250347,0.24777679059912844
14083.0,6.0,-59.0,-29.998976760250347,-0.24777679059912844
14176.0,6.0,-59.0,29.983334876486055,-0.9998148251026086
14177.0,6.0,-59.0,30.0,0.0
14178.0,6.0,-59.0,29.983334876486055,0.9998148251026086
14271.0,6.0,-59.0,-29.998976760250347,0.24777679059912844
14272.0,6.0,-58.0,-29.998976760250347,-0.24777679059912844
14365.0,6.0,-58.0,29.983334876486055,-0.9998148251026086
14366.0,6.0,-58.0,30.0,0.0
14367.0,6.0,-58.0,29.983334876486055,0.9998148251026086
14460.0,6.0,-58.0,-29.998976760250347,0.24777679059912844
14461.0,6.0,-57.0,-29.998976760250347,-0.24777679059912844
14554.0,6.0,-57.0,29.983334876486055,-0.9998148251026086
14555.0,6.0,-57.0,30.0,0.0
14556.0,6.0,-57.0,29.983334876486055,0.9998148251026086
14649.0,6.0,-57.0,-29.998976760250347,0.24777679059912844
14650.0,6.0,-56.0,-29.998976760250347,-0.24777679059912844
14743.0,6.0,-56.0,29.983334876486055,-0.9998148251026086
14744.0,6.0,-56.0,30.0,0.0
14745.0,6.0,-56.0,29.983334876486055,0.9998148251026086
14838.0,6.0,-56.0,-29.998976760250347,0.24777679059912844
14839.0,6.0,-55.0,-29.998976760250347,-0.24777679059912844
14932.0,6.0,-55.0,29.983334876486055,-0.9998148251026086
14933.0,6.0,-55.0,30.0,0.0
14934.0,6.0,-55.0,29.983334876486055,0.9998148251026086
15027.0,6.0,-55.0,-29.998976760250347,0.24777679059912844
15028.0,6.0,-54.0,-29.998976760250347,-0.24777679059912844
15121.0,6.0,-54.0,29.983334876486055,-0.9998148251026086
15122.0,6.0,-54.0,30.0,0.0
15123.0,6.0,-54.0,29.983334876486055,0.9998148251026086
15216.0,6.0,-54.0,-29.998976760250347,0.24777679059912844
15217.0,6.0,-53.0,-29.998976760250347,-0.24777679059912844
15310.0,6.0,-53.0,29.983334876486055,-0.9998148251026086
15311.0,6.0,-53.0,30.0,0.0
15312.0,6.0,-53.0,29.983334876486055,0.9998148251026086
15405.0,6.0,-53.0,-29.998976760250347,0.24777679059912844
15406.0,6.0,-52.0,-29.998976760250347,-0.24777679059912844
15499.0,6.0,-52.0,29.983334876486055,-0.9998148251026086
15500.0,6.0,-52.0,30.0,0.0
15501.0,6.0,-52.0,29.983334876486055,0.9998148251026086
15594.0,6.0,-52.0,-29.998976760250347,0.24777679059912844
15595.0,6.0,-51.0,-29.998976760250347,-0.24777679059912844
15688.0,6.0,-51.0,29.983334876486055,-0.9998148251026086
15689.0,6.0,-51.0,30.0,0.0
15690.0,6.0,-51.0,29.983334876486055,0.9998148251026086
15783.0,6.0,-51.0,-29.998976760250347,0.24777679059912844
15784.0,6.0,-50.0,-29.998976760250347,-0.24777679059912844
15877.0,6.0,-50.0,29.983334876486055,-0.9998148251026086
15878.0,6.0,-50.0,30.0,0.0
15879.0,6.0,-50.0,29.983334876486055,0.9998148251026086
15972.0,6.0,-50.0,-29.998976760250347,0.24777679059912844
15973.0,6.0,-49.0,-29.998976760250347,-0.24777679059912844
16066.0,6.0,-49.0,29.983334876486055,-0.9998148251026086
16067.0,6.0,-49.0,30.0,0.0
16068.0,6.0,-49.0,29.983334876486055,0.9998148251026086
16161.0,6.0,-49.0,-29.998976760250347,0.24777679059912844
16162.0,6.0,-48.0,-29.998976760250347,-0.24777679059912844
16255.0,6.0,-48.0,29.983334876486055,-0.9998148251026086
